C.D.S.  -  SIMBAD4 rel 1.8  -  2025.01.29CET17:13:11

Number of objects : 9018

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |     spec. type      |#bib |#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------------|-----|----
8220|HD 179419                          |Be*|19 17 00.5211991800 -65 13 39.730476972|     ~   |6.32     |6.39     |     ~   |     ~   |B8IVe                |  26 |   0
8221|HD 191603                          |*  |20 14 26.9062963200 -63 24 56.840763960|     ~   |6.379    |6.086    |     ~   |     ~   |F0IV                 |  29 |   0
8222|HD 192531                          |PM*|20 19 02.9993721288 -63 13 50.671820388|     ~   |7.334    |6.279    |     ~   |     ~   |K0III                |  15 |   0
8223|* phi01 Pav                        |PM*|20 35 34.8500676912 -60 34 54.296843484|     ~   |5.036    |4.745    |     ~   |     ~   |F0V                  |  84 |   0
8224|* rho Pav                          |dS*|20 37 35.3124777019 -61 31 47.716104719|     ~   |5.290    |4.849    |     ~   |     ~   |Fm_dD                |  67 |   0
8225|* phi02 Pav                        |PM*|20 40 02.6374808954 -60 32 56.018592211|     ~   |5.63     |5.121    |     ~   |     ~   |G0VFe-0.8CH-0.5      | 179 |   1
8226|* bet Ind                          |*  |20 54 48.5980921153 -58 27 14.921144930|6.13     |4.90     |3.65     |     ~   |     ~   |K1II                 |  75 |   0
8227|HD 204228                          |PM*|21 29 00.1466956632 -53 42 21.283269732|     ~   |7.524    |6.380    |     ~   |     ~   |K2IIICNIb            |  10 |   0
8228|* gam Ind                          |V* |21 26 15.4391909208 -54 39 37.651593096|     ~   |6.435    |6.082    |     ~   |     ~   |F2/3II               |  33 |   0
8229|HD 205877                          |** |21 39 59.7177377376 -52 21 32.401184724|     ~   |6.784    |6.202    |     ~   |     ~   |G8/K0III+A/F         |  28 |   0
8230|HD 210204                          |PM*|22 09 57.8803529688 -48 06 27.579495024|     ~   |7.825    |6.424    |     ~   |     ~   |K3III                |   9 |   0
8231|* alf Gru                          |PM*|22 08 13.98473 -46 57 39.5078          |1.11     |1.58     |1.71     |1.75     |1.83     |B6V                  | 306 |   0
8232|HD 211053                          |*  |22 15 35.0371923672 -44 27 05.392682460|     ~   |7.095    |6.089    |     ~   |     ~   |G8/K0III             |  26 |   0
8233|* nu. Cen                          |bC*|13 49 30.2765077433 -41 41 15.750707249|2.31     |3.188    |3.386    |     ~   |     ~   |B2V                  | 204 |   0
8234|* mu. Cen                          |Be*|13 49 36.9886872492 -42 28 25.440271450|2.37     |3.27     |3.43     |3.41     |3.50     |B2Vnpe               | 443 |   0
8235|* ups01 Cen                        |Pu*|13 58 40.7486851 -44 48 12.908967      |2.87     |3.67     |3.87     |4.01     |4.22     |B2IV-V               | 153 |   0
8236|* ups02 Cen                        |SB*|14 01 43.5069676512 -45 36 12.274581744|5.19     |4.92     |4.33     |3.82     |3.48     |F7II/III             |  60 |   0
8237|HD 126983                          |SB*|14 30 20.9429507016 -49 31 08.533544160|     ~   |5.423    |5.376    |     ~   |     ~   |A2Vs+A2Vs            |  56 |   0
8238|HD 125810                          |*  |14 23 20.2530537988 -50 46 20.103275400|     ~   |7.58     |6.09     |     ~   |     ~   |K2III                |  15 |   0
8239|HD 129624                          |*  |14 45 18.8269487664 -51 18 53.746612488|     ~   |8.04     |6.43     |     ~   |     ~   |K4III                |  10 |   0
8240|* sig Lup                          |El*|14 32 37.0550628352 -50 27 25.733667127|3.39     |4.240    |4.423    |     ~   |     ~   |B1/B2V               | 121 |   0
8241|HD 127501                          |*  |14 33 29.9684943168 -52 40 46.267015620|     ~   |6.96     |5.87     |     ~   |     ~   |K0III                |  16 |   0
8242|HD 129932                          |*  |14 47 12.5860065072 -52 12 18.921394332|     ~   |6.142    |6.070    |     ~   |     ~   |A1III/IV             |  20 |   0
8243|* b Lup                            |PM*|14 47 01.2936609336 -52 23 00.662148132|     ~   |6.21     |5.22     |     ~   |     ~   |G8III                |  36 |   0
8244|* c Lup                            |SB*|14 56 17.2510924608 -52 48 34.384121424|     ~   |5.506    |5.386    |     ~   |     ~   |A1IV/V               |  37 |   0
8245|HD 128154                          |*  |14 37 12.4176321384 -53 03 38.819955744|     ~   |7.94     |6.49     |     ~   |     ~   |K2/3III              |   9 |   0
8246|HD 134270                          |*  |15 11 15.9833323248 -55 20 45.707911872|     ~   |6.55     |5.43     |     ~   |     ~   |G1/3Ib/II            |  28 |   0
8247|HD 139211                          |PM*|15 39 56.5437010824 -59 54 30.007118052|     ~   |6.43     |5.95     |     ~   |     ~   |F6IV                 |  89 |   0
8248|HD 139915                          |*  |15 43 55.2766366032 -60 17 13.986243924|     ~   |7.492    |6.475    |     ~   |     ~   |G0Ib                 |  30 |   0
8249|HD 143548                          |*  |16 04 06.1986074856 -59 10 34.272321672|     ~   |7.74     |6.38     |     ~   |     ~   |K1II/III             |  10 |   0
8250|HD 142139                          |PM*|15 56 05.9113323384 -60 28 56.944656660|5.89     |5.82     |5.76     |     ~   |     ~   |A1IV/V               |  49 |   0
8251|HD 148291                          |*  |16 30 49.3595489040 -61 38 00.620711808|     ~   |6.417    |5.182    |     ~   |     ~   |K1IIb                |  29 |   1
8252|HD 149485                          |*  |16 38 52.6952716560 -60 59 25.422509688|     ~   |6.071    |6.150    |     ~   |     ~   |B7Vn                 |  35 |   0
8253|HD 149837                          |PM*|16 40 50.4832723248 -60 26 47.207115060|     ~   |6.70     |6.24     |     ~   |     ~   |F6V                  |  43 |   0
8254|HD 150097                          |V* |16 42 48.4194833088 -62 33 14.146478532|     ~   |7.71     |6.19     |     ~   |     ~   |K3III                |  11 |   0
8255|HD 152082                          |*  |16 55 24.6888182136 -63 16 10.777698012|     ~   |6.043    |5.996    |     ~   |     ~   |A0III                |  22 |   0
8256|HD 154555                          |*  |17 10 06.2757068184 -61 40 31.643050872|     ~   |6.313    |6.366    |     ~   |     ~   |B8IV                 |  26 |   0
8257|HD 155951                          |PM*|17 18 51.7072275000 -62 52 28.478498664|     ~   |7.58     |6.49     |     ~   |     ~   |K1III                |  11 |   0
8258|HD 156838                          |*  |17 24 01.0755355008 -62 51 50.954343768|4.8      |5.524    |5.676    |     ~   |     ~   |B2III                |  58 |   0
8259|HD 157524                          |*  |17 28 07.8650225448 -63 02 10.464049932|     ~   |6.127    |6.208    |     ~   |     ~   |B7/8V                |  30 |   0
8260|* iot Pav                          |PM*|18 10 26.1537006792 -62 00 07.992182016|     ~   |6.07     |5.49     |     ~   |     ~   |G0V                  | 120 |   0
8261|* pi. Pav                          |PM*|18 08 34.8159785896 -63 40 06.823127591|     ~   |4.570    |4.328    |     ~   |     ~   |kA4hF0mF2III         |  73 |   0
8262|HD 166251                          |PM*|18 14 16.3220326872 -63 41 22.855377300|     ~   |7.899    |6.469    |     ~   |     ~   |K4III                |  16 |   0
8263|HD 166599                          |*  |18 15 40.6145646768 -63 03 19.310091408|     ~   |6.531    |5.582    |     ~   |     ~   |K0III/IV             |  26 |   0
8264|HD 167425                          |PM*|18 19 40.1306187936 -63 53 11.622031944|     ~   |6.88     |6.25     |     ~   |     ~   |F9.5V                |  70 |   0
8265|HD 164871                          |PM*|18 07 48.3649611792 -64 33 00.612159264|     ~   |7.674    |6.392    |     ~   |     ~   |K2/3III              |  14 |   0
8266|V* V346 Pav                        |dS*|18 25 31.6299933048 -63 01 17.529458664|     ~   |6.313    |6.122    |     ~   |     ~   |A8VkA2mA2_lB         |  75 |   0
8267|* nu. Pav                          |SB*|18 31 22.4255283661 -62 16 41.889747810|4.14     |4.53     |4.64     |     ~   |     ~   |B7III                |  69 |   0
8268|HD 174877                          |*  |18 56 54.7044249528 -62 48 06.854153508|     ~   |7.967    |6.453    |     ~   |     ~   |K3III                |  12 |   0
8269|* lam Pav                          |Be*|18 52 13.0338312065 -62 11 15.327318320|3.19     |4.048    |4.207    |     ~   |     ~   |B2Ve                 | 154 |   0
8270|HD 186837                          |*  |19 50 21.7568928744 -61 03 40.025569176|     ~   |6.063    |6.206    |     ~   |     ~   |B5V                  |  49 |   0
8271|HD 188162                          |*  |19 57 06.3091891368 -58 54 04.866145452|     ~   |5.248    |5.241    |     ~   |     ~   |B9.5IV               |  32 |   0
8272|HD 187653                          |*  |19 54 40.4406176424 -61 10 14.849196456|     ~   |6.370    |6.205    |     ~   |     ~   |A4V                  |  32 |   0
8273|V* NU Pav                          |LP*|20 01 44.7445781273 -59 22 33.226695613|7.97     |6.66     |5.13     |     ~   |     ~   |M6III                |  70 |   0
8274|* alf Pav                          |SB*|20 25 38.85705 -56 44 06.3230          |1.03     |1.791    |1.918    |     ~   |     ~   |B2IV                 | 296 |   1
8275|HD 199642                          |*  |21 00 43.4224961664 -53 44 20.648477688|     ~   |7.84     |6.26     |     ~   |     ~   |K5/M0III             |  22 |   0
8276|* mu. Ind                          |*  |21 05 14.2487321712 -54 43 37.349602788|     ~   |6.368    |5.163    |     ~   |     ~   |K2III                |  25 |   0
8277|HD 202103                          |** |21 15 45.8630571456 -53 15 47.119650948|     ~   |5.902    |5.719    |     ~   |     ~   |A3V(m)               |  44 |   0
8278|HD 206690                          |PM*|21 45 18.7359293064 -49 29 55.535081892|     ~   |7.621    |6.462    |     ~   |     ~   |K1III                |  14 |   0
8279|HD 207129                          |PM*|21 48 15.7511634187 -47 18 13.017893348|     ~   |6.18     |5.58     |     ~   |     ~   |G2V                  | 338 |   0
8280|V* V828 Cen                        |a2*|14 03 27.4674533712 -41 25 24.032196948|     ~   |5.986    |6.088    |     ~   |     ~   |ApSi                 |  99 |   0
8281|* chi Cen                          |bC*|14 06 02.7680367867 -41 10 46.678474802|3.4      |4.155    |4.343    |     ~   |     ~   |B2V                  | 224 |   0
8282|* phi Cen                          |Pu*|13 58 16.2661773764 -42 06 02.724906325|2.79     |3.608    |3.802    |     ~   |     ~   |B2IV                 | 157 |   0
8283|HD 123004                          |*  |14 06 10.9053221136 -43 05 30.121655676|     ~   |7.171    |6.176    |     ~   |     ~   |G8III                |  21 |   0
8284|HD 123445                          |*  |14 08 51.8860395336 -43 28 14.799908604|     ~   |6.11     |6.17     |     ~   |     ~   |B9V                  |  68 |   0
8285|HD 124580                          |PM*|14 15 38.6850588480 -45 00 02.720144880|     ~   |6.900    |6.305    |     ~   |     ~   |G0V                  |  80 |   0
8286|HD 125442                          |PM*|14 20 42.5816811192 -45 11 13.407629784|5.14     |5.08     |4.77     |     ~   |     ~   |F0IV                 |  40 |   0
8287|* tau02 Lup                        |** |14 26 10.81378 -45 22 45.4023          |     ~   |4.76     |4.35     |     ~   |     ~   |F7                   |  62 |   0
8288|* iot Lup                          |V* |14 19 24.2211609376 -46 03 29.139332461|2.65     |3.355    |3.529    |     ~   |     ~   |B2.5IV               | 118 |   0
8289|HD 126504                          |PM*|14 27 12.1541517840 -46 08 03.097545864|     ~   |6.128    |5.811    |     ~   |     ~   |A1mA5/7-F2           |  75 |   0
8290|* tau01 Lup                        |bC*|14 26 08.2244287979 -45 13 17.123883210|3.68     |4.393    |4.553    |     ~   |     ~   |B2IV                 | 155 |   0
8291|HD 126111                          |*  |14 24 54.5805884376 -46 31 43.494717072|     ~   |8.04     |6.36     |     ~   |     ~   |M1(III)              |   3 |   0
8292|HD 125809                          |*  |14 23 15.3527542872 -47 25 01.065284472|     ~   |7.66     |6.39     |     ~   |     ~   |G5/6Ib               |  33 |   0
8293|HD 126759                          |*  |14 28 51.9061828752 -47 59 31.496251200|     ~   |6.284    |6.390    |     ~   |     ~   |ApSi                 |  53 |   0
8294|* alf Lup                          |bC*|14 41 55.7557866 -47 23 17.515486      |1.22     |2.126    |2.286    |     ~   |     ~   |B1.5III              | 242 |   0
8295|* rho Lup                          |V* |14 37 53.2261607412 -49 25 32.981831985|3.34     |3.90     |4.05     |4.14     |4.25     |B3/4V                | 106 |   0
8296|HD 128617                          |PM*|14 39 24.4728205320 -49 03 19.155877344|     ~   |6.83     |6.39     |     ~   |     ~   |F5IV/V               |  47 |   0
8297|HD 128415                          |** |14 38 17.6742935112 -49 54 04.032268488|     ~   |6.52     |6.50     |     ~   |     ~   |A0IV                 |  20 |   0
8298|HD 133518                          |*  |15 06 55.9713564672 -52 01 47.204898312|5.57     |6.29     |6.39     |     ~   |     ~   |B2IVpHe              | 100 |   0
8299|* zet Lup                          |PM*|15 12 17.0955222617 -52 05 57.295332603|4.99     |4.33     |3.41     |     ~   |     ~   |G8III                | 112 |   0
8300|V* T Nor                           |Mi*|15 44 03.8444408808 -54 59 12.519226968|     ~   |12.37    |6.20     |     ~   |     ~   |M4+B                 |  61 |   0
8301|HD 141318                          |Pu*|15 51 06.8041626360 -55 03 19.928655972|5.13     |5.756    |5.767    |7.08     |     ~   |B2III                |  91 |   0
8302|HD 144183                          |*  |16 07 24.0845493744 -56 11 27.454166736|     ~   |6.715    |6.165    |     ~   |     ~   |F0/2Ib/II            |  28 |   0
8303|* iot01 Nor                        |** |16 03 32.08942 -57 46 30.2641          |     ~   |4.89     |4.67     |     ~   |     ~   |A5IVs                |  97 |   0
8304|* iot02 Nor                        |PM*|16 09 18.5476443528 -57 56 03.548808456|     ~   |5.541    |5.570    |     ~   |     ~   |B9.5V                |  43 |   0
8305|HD 145782                          |PM*|16 15 49.7975006976 -57 54 44.457871500|     ~   |5.744    |5.622    |     ~   |     ~   |A3III                |  34 |   0
